"Duration","Start Time","Profile Name","Country","Bookmark","Latest Bookmark","Supplemental Video Type","Attributes","Device Type","Title"
"00:00:04","2020-12-23 04:28:51","Jose","CR (Costa Rica)","00:00:04","Not latest view","","","Samsung 2018 Kant-M2 UHD TV Smart TV","BREAK IT ALL: The History of Rock in Latin America: Limited Series: The Rebellion (Episode 1)"
"00:15:10","2020-12-22 01:32:00","Jose","CR (Costa Rica)","00:22:40","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Lisbon (Episode 3)"
"00:08:24","2020-12-21 04:26:09","Jose","CR (Costa Rica)","00:08:33","Not latest view","","Autoplayed: user action: None; ","Apple TV 4K","The Crown: Season 2: Lisbon (Episode 3)"
"00:04:18","2020-12-21 04:21:50","Jose","CR (Costa Rica)","00:52:49","00:52:49","","","Apple TV 4K","The Crown: Season 2: A Company of Men (Episode 2)"
"00:21:27","2020-12-19 07:02:20","Jose","CR (Costa Rica)","00:21:27","00:21:27","","","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Strangers in the Night (Episode 9)"
"00:00:06","2020-12-19 07:01:50","Jose","CR (Costa Rica)","00:21:05","00:21:05","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Three Turkeys (Episode 8)"
"00:24:35","2020-12-19 06:31:01","Jose","CR (Costa Rica)","00:24:40","00:24:40","","","Samsung 2018 Kant-M2 UHD TV Smart TV","DASH & LILY: Season 1: New Year's Eve (Episode 8)"
"00:01:11","2020-12-19 06:29:47","Jose","CR (Costa Rica)","00:23:08","00:23:08","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","DASH & LILY: Season 1: Christmas (Episode 7)"
"00:21:59","2020-12-19 06:06:07","Jose","CR (Costa Rica)","00:21:59","Not latest view","","","Samsung 2018 Kant-M2 UHD TV Smart TV","DASH & LILY: Season 1: Christmas (Episode 7)"
"00:05:30","2020-12-18 01:21:09","Jose","CR (Costa Rica)","00:05:30","00:05:30","","","Samsung 2018 Kant-M2 UHD TV Smart TV","Canvas"
"00:21:26","2020-12-17 04:37:54","Jose","CR (Costa Rica)","00:21:27","Not latest view","","Autoplayed: user action: None; ","Apple TV 4K","Modern Family: Season 6: Three Turkeys (Episode 8)"
"00:19:37","2020-12-17 04:18:15","Jose","CR (Costa Rica)","00:21:51","00:21:51","","","Apple TV 4K","Modern Family: Season 6: Queer Eyes, Full Hearts (Episode 7)"
"00:27:04","2020-12-17 02:24:17","Jose","CR (Costa Rica)","00:48:31","Not latest view","","","Apple TV 4K","The Crown: Season 2: A Company of Men (Episode 2)"
"00:20:25","2020-12-16 22:17:53","Jose","CR (Costa Rica)","00:21:26","Not latest view","","","Apple TV 4K","The Crown: Season 2: A Company of Men (Episode 2)"
"00:00:03","2020-12-16 20:30:02","Jose","CR (Costa Rica)","00:00:12","Not latest view","","Autoplayed: user action: None; ","Apple TV 4K","The Crown: Season 2: A Company of Men (Episode 2)"
"00:02:36","2020-12-16 20:26:05","Jose","CR (Costa Rica)","00:54:44","00:54:44","","","Apple TV 4K","The Crown: Season 2: Misadventure (Episode 1)"
"00:12:41","2020-12-16 20:13:13","Jose","CR (Costa Rica)","00:54:45","Not latest view","","","Apple TV 4K","The Crown: Season 2: Misadventure (Episode 1)"
"00:06:57","2020-12-16 02:55:33","Jose","CR (Costa Rica)","00:42:03","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Misadventure (Episode 1)"
"00:26:23","2020-12-14 19:06:05","Eri","US (United States)","00:34:31","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Wolferton Splash (Episode 1)"
"00:05:31","2020-12-14 17:08:45","Eri","US (United States)","00:08:08","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Wolferton Splash (Episode 1)"
"00:00:55","2020-12-14 17:07:22","Eri","US (United States)","00:10:17","00:10:17","","","Apple iPhone 11 Pro","New Girl: Season 1: Fancyman, Part 2 (Episode 18)"
"01:33:49","2020-12-14 01:44:41","Jose","CR (Costa Rica)","01:33:49","01:33:49","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Skyscraper"
"00:07:00","2020-12-13 06:59:46","Eri","US (United States)","02:21:42","02:21:42","","","iPad Pro 10.5 (Wi-Fi/LTE)","Troy"
"00:26:38","2020-12-13 05:36:57","Eri","US (United States)","02:16:16","Not latest view","","","iPad Pro 10.5 (Wi-Fi/LTE)","Troy"
"00:09:11","2020-12-12 22:54:11","Eri","US (United States)","00:09:22","Not latest view","","","Apple iPhone 11 Pro","New Girl: Season 1: Fancyman, Part 2 (Episode 18)"
"00:06:13","2020-12-12 18:33:18","Jose","CR (Costa Rica)","00:35:07","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Misadventure (Episode 1)"
"00:21:43","2020-12-12 17:55:44","Eri","US (United States)","00:21:43","00:21:43","","","Apple iPhone 11 Pro","New Girl: Season 1: Fancyman, Part 1 (Episode 17)"
"00:02:13","2020-12-12 17:02:39","Jose","CR (Costa Rica)","00:02:13","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Queer Eyes, Full Hearts (Episode 7)"
"00:29:40","2020-12-12 04:46:37","Jose","CR (Costa Rica)","00:28:55","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Misadventure (Episode 1)"
"00:37:54","2020-12-12 04:08:16","Jose","CR (Costa Rica)","00:53:33","00:53:33","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Gloriana (Episode 10)"
"00:17:04","2020-12-12 02:47:37","Jose","CR (Costa Rica)","00:16:16","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Gloriana (Episode 10)"
"00:00:18","2020-12-11 20:31:02","Jose","CR (Costa Rica)","00:00:18","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Gloriana (Episode 10)"
"00:00:10","2020-12-11 20:30:48","Jose","CR (Costa Rica)","00:00:10","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Gloriana (Episode 10)"
"00:06:48","2020-12-11 18:50:29","Eri","US (United States)","00:13:53","Not latest view","","","Apple iPhone 11 Pro","Mr. Iglesias: Part 3: Good Things (Episode 2)"
"00:00:17","2020-12-11 18:49:54","Eri","US (United States)","00:07:26","Not latest view","","","Apple iPhone 11 Pro","Mr. Iglesias: Part 3: Good Things (Episode 2)"
"00:00:17","2020-12-11 04:21:32","Jose","CR (Costa Rica)","00:00:28","Not latest view","","Autoplayed: user action: None; ","Apple TV 4K","The Crown: Season 1: Gloriana (Episode 10)"
"00:19:46","2020-12-11 04:01:36","Jose","CR (Costa Rica)","00:59:07","00:59:07","","","Apple TV 4K","The Crown: Season 1: Assassins (Episode 9)"
"00:00:04","2020-12-11 04:01:16","Jose","CR (Costa Rica)","00:39:21","Not latest view","","","Apple TV 4K","The Crown: Season 1: Assassins (Episode 9)"
"00:38:58","2020-12-11 01:53:30","Jose","CR (Costa Rica)","00:39:17","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Assassins (Episode 9)"
"00:00:02","2020-12-11 01:52:31","Jose","CR (Costa Rica)","00:00:02","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Ava"
"00:07:29","2020-12-10 22:04:23","Eri","US (United States)","00:07:29","Not latest view","","","Apple iPhone 11 Pro","Mr. Iglesias: Part 3: Good Things (Episode 2)"
"00:00:14","2020-12-10 22:04:00","Eri","US (United States)","00:02:36","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Wolferton Splash (Episode 1)"
"00:00:03","2020-12-10 22:03:51","Eri","US (United States)","00:00:03","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Hyde Park Corner (Episode 2)"
"00:01:03","2020-12-10 22:02:42","Eri","US (United States)","00:29:21","00:29:21","","","Apple iPhone 11 Pro","Mr. Iglesias: Part 3: Technically Speaking (Episode 1)"
"00:28:18","2020-12-10 17:36:01","Eri","US (United States)","00:28:18","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Mr. Iglesias: Part 3: Technically Speaking (Episode 1)"
"00:00:18","2020-12-10 17:35:41","Eri","US (United States)","00:00:18","00:00:18","","","Netflix Chrome MAC (Cadmium) HTML 5","Mr. Iglesias: Part 1: Summer School (Episode 2)"
"01:33:21","2020-12-09 23:22:10","Jose","CR (Costa Rica)","01:32:39","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Ava"
"00:00:01","2020-12-09 20:06:15","Jose","CR (Costa Rica)","00:00:07","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Assassins (Episode 9)"
"00:14:04","2020-12-09 19:22:13","Jose","CR (Costa Rica)","00:57:12","00:57:12","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Pride & Joy (Episode 8)"
"00:21:29","2020-12-09 05:34:21","Jose","CR (Costa Rica)","00:21:29","00:21:29","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Halloween 3: AwesomeLand (Episode 6)"
"00:21:42","2020-12-09 05:12:25","Jose","CR (Costa Rica)","00:21:42","00:21:42","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Won't You Be Our Neighbor (Episode 5)"
"00:21:37","2020-12-09 04:44:02","Jose","CR (Costa Rica)","00:21:37","00:21:37","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Marco Polo (Episode 4)"
"00:00:08","2020-12-09 03:09:49","Jose","CR (Costa Rica)","00:00:08","00:00:08","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","DASH & LILY: Season 1: Dash (Episode 1)"
"00:14:56","2020-12-08 13:49:35","Jose","CR (Costa Rica)","00:43:09","Not latest view","","","Apple TV 4K","The Crown: Season 1: Pride & Joy (Episode 8)"
"00:10:35","2020-12-08 02:20:43","Jose","CR (Costa Rica)","00:29:18","Not latest view","","","Apple TV 4K","The Crown: Season 1: Pride & Joy (Episode 8)"
"00:11:56","2020-12-07 22:53:40","Jose","CR (Costa Rica)","00:18:43","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Pride & Joy (Episode 8)"
"00:00:05","2020-12-07 22:47:27","Jose","CR (Costa Rica)","00:07:13","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Pride & Joy (Episode 8)"
"00:06:05","2020-12-07 21:49:24","Jose","CR (Costa Rica)","00:07:08","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Pride & Joy (Episode 8)"
"00:21:29","2020-12-07 05:06:57","Eri","US (United States)","00:21:36","00:21:36","","Autoplayed: user action: None; ","Netflix Chrome MAC (Cadmium) HTML 5","New Girl: Season 1: Control (Episode 16)"
"00:10:39","2020-12-07 04:56:14","Eri","US (United States)","00:21:50","00:21:50","","","Netflix Chrome MAC (Cadmium) HTML 5","New Girl: Season 1: Injured (Episode 15)"
"00:00:03","2020-12-06 05:26:16","Jose","CR (Costa Rica)","00:00:03","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Marco Polo (Episode 4)"
"00:21:38","2020-12-06 05:04:35","Jose","CR (Costa Rica)","00:21:38","00:21:38","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: The Cold (Episode 3)"
"00:21:43","2020-12-06 04:42:51","Jose","CR (Costa Rica)","00:21:43","00:21:43","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Do Not Push (Episode 2)"
"00:04:03","2020-12-06 04:38:43","Jose","CR (Costa Rica)","00:21:18","00:21:18","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: The Long Honeymoon (Episode 1)"
"00:00:07","2020-12-06 04:38:22","Jose","CR (Costa Rica)","00:00:07","00:00:07","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Mars: Season 1: Pressure Drop (Episode 3)"
"00:56:56","2020-12-04 03:57:47","Jose","CR (Costa Rica)","00:57:21","00:57:21","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Scientia Potentia Est (Episode 7)"
"01:39:12","2020-12-04 03:50:00","Carlos","US (United States)","01:38:33","01:38:33","","Autoplayed: user action: Unspecified; ","Samsung CE 2020 Nike-M UHD TV Smart TV","Amor de calendario"
"00:00:18","2020-12-04 03:43:17","Jose","CR (Costa Rica)","00:00:24","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Scientia Potentia Est (Episode 7)"
"00:56:19","2020-12-04 02:35:50","Jose","CR (Costa Rica)","00:56:55","00:56:55","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Gelignite (Episode 6)"
"00:31:54","2020-12-03 03:46:38","Jose","CR (Costa Rica)","00:53:12","00:53:12","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Smoke and Mirrors (Episode 5)"
"00:21:27","2020-12-03 01:25:01","Jose","CR (Costa Rica)","00:21:19","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Smoke and Mirrors (Episode 5)"
"00:44:41","2020-12-02 05:27:20","Jose","CR (Costa Rica)","00:56:34","00:56:34","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Act of God (Episode 4)"
"00:00:03","2020-12-02 05:26:56","Jose","CR (Costa Rica)","00:00:03","00:00:03","","","Samsung 2018 Kant-M2 UHD TV Smart TV","The Beast"
"00:06:52","2020-12-02 03:02:27","Jose","CR (Costa Rica)","00:14:37","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Act of God (Episode 4)"
"00:11:04","2020-12-01 20:52:32","Eri","US (United States)","00:11:11","Not latest view","","","Apple iPhone 11 Pro","New Girl: Season 1: Injured (Episode 15)"
"00:14:28","2020-12-01 20:38:03","Eri","US (United States)","00:21:50","00:21:50","","","Apple iPhone 11 Pro","New Girl: Season 1: Bully (Episode 14)"
"00:05:17","2020-12-01 20:14:04","Jose","CR (Costa Rica)","00:11:27","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Act of God (Episode 4)"
"00:08:17","2020-12-01 03:34:27","Jose","CR (Costa Rica)","00:09:20","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Act of God (Episode 4)"
"00:00:15","2020-12-01 03:11:31","Jose","CR (Costa Rica)","00:00:25","Not latest view","","","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Act of God (Episode 4)"
"00:11:32","2020-12-01 02:55:11","Jose","CR (Costa Rica)","00:58:12","00:58:12","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Windsor (Episode 3)"
"00:14:14","2020-11-30 23:19:27","Jose","CR (Costa Rica)","00:46:41","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Windsor (Episode 3)"
"00:17:16","2020-11-30 04:48:12","Jose","CR (Costa Rica)","00:17:16","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: The Long Honeymoon (Episode 1)"
"00:21:54","2020-11-30 04:26:15","Jose","CR (Costa Rica)","00:21:54","00:21:54","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: The Wedding, Part 2 (Episode 24)"
"00:21:26","2020-11-30 04:04:48","Jose","CR (Costa Rica)","00:21:26","00:21:26","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: The Wedding, Part 1 (Episode 23)"
"00:06:50","2020-11-30 03:57:55","Jose","CR (Costa Rica)","00:21:09","00:21:09","","","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: Message Received (Episode 22)"
"00:14:22","2020-11-30 03:43:17","Jose","CR (Costa Rica)","00:14:22","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: Message Received (Episode 22)"
"00:00:01","2020-11-29 01:06:41","Eri","US (United States)","00:00:01","00:00:01","","","Netflix Chrome MAC (Cadmium) HTML 5","Don’t Listen"
"00:09:16","2020-11-27 19:42:56","Jose","CR (Costa Rica)","00:36:18","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Windsor (Episode 3)"
"00:17:27","2020-11-27 16:31:14","Jose","CR (Costa Rica)","00:28:01","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Windsor (Episode 3)"
"00:01:36","2020-11-27 02:23:03","Jose","CR (Costa Rica)","00:11:40","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 1: Windsor (Episode 3)"
"00:00:01","2020-11-26 00:44:36","Jose","CR (Costa Rica)","00:00:01","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: Message Received (Episode 22)"
"00:21:36","2020-11-26 00:22:59","Jose","CR (Costa Rica)","00:21:36","00:21:36","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: Sleeper (Episode 21)"
"00:05:29","2020-11-26 00:17:17","Jose","CR (Costa Rica)","00:21:34","00:21:34","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 5: Australia (Episode 20)"
"00:03:02","2020-11-26 00:13:44","Jose","CR (Costa Rica)","00:02:59","00:02:59","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Holiday Home Makeover with Mr. Christmas: Season 1: Not Your Mother's Christmas! (Episode 1)"
"00:11:31","2020-11-25 23:58:37","Jose","CR (Costa Rica)","00:11:11","00:11:11","","","Samsung 2018 Kant-M2 UHD TV Smart TV","If Anything Happens I Love You"
"00:09:55","2020-11-25 04:44:39","Jose","CR (Costa Rica)","00:10:05","Not latest view","","Autoplayed: user action: None; ","Samsung 2014 Novatek UHD TV","The Crown: Season 1: Windsor (Episode 3)"
"00:59:32","2020-11-25 03:45:01","Jose","CR (Costa Rica)","00:59:40","00:59:40","","Autoplayed: user action: None; ","Samsung 2014 Novatek UHD TV","The Crown: Season 1: Hyde Park Corner (Episode 2)"
"00:38:58","2020-11-25 02:58:57","Jose","CR (Costa Rica)","00:55:08","00:55:08","","","Samsung 2014 Novatek UHD TV","The Crown: Season 1: Wolferton Splash (Episode 1)"
"00:16:11","2020-11-25 01:29:05","Jose","CR (Costa Rica)","00:16:11","Not latest view","","","Samsung 2014 Novatek UHD TV","The Crown: Season 1: Wolferton Splash (Episode 1)"
"00:00:01","2020-11-24 01:13:47","Jose","CR (Costa Rica)","00:00:01","00:00:01","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Great Heist: Limited Series: The Big One (Episode 1)"
"00:00:02","2020-11-24 01:13:39","Jose","CR (Costa Rica)","00:26:20","00:26:20","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Queen's Gambit: Limited Series: Openings (Episode 1)"
"00:39:50","2020-11-24 00:08:59","Jose","CR (Costa Rica)","00:39:27","00:39:27","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Great Heist: Limited Series: All the Money in the World (Episode 6)"
"00:24:41","2020-11-23 23:39:25","Jose","CR (Costa Rica)","00:34:33","00:34:33","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Great Heist: Limited Series: Funny Money (Episode 5)"
"00:14:30","2020-11-23 04:45:49","Jose","CR (Costa Rica)","00:14:35","Not latest view","","Autoplayed: user action: None; ","Apple TV 4K","The Great Heist: Limited Series: Funny Money (Episode 5)"
